STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_HES_HES_003,Year,DECILE_HES_HES_003,Income group,NZHEC_LEV_HES_HES_003,Expenditure category,MEASURE_HES_HES_003,Measure,OBS_VALUE,Observation value,OBS_STATUS,Observation status
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,02,"Alcoholic beverages, tobacco and illicit drugs",PER_HHLD_REP,,68.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,02,"Alcoholic beverages, tobacco and illicit drugs",SAMPLING_ERROR,,31,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,02_1,Alcoholic beverages,AV_WKLY_AMT,,23.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,02_1,Alcoholic beverages,PER_HHLD_REP,,64.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,02_1,Alcoholic beverages,SAMPLING_ERROR,,27,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,02_2,Cigarettes and tobacco,AV_WKLY_AMT,,10.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,02_2,Cigarettes and tobacco,PER_HHLD_REP,,21.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,02_2,Cigarettes and tobacco,SAMPLING_ERROR,,57,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,02_3,Illicit drugs,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,02_3,Illicit drugs,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,03,Clothing and footwear,AV_WKLY_AMT,,36.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,03,Clothing and footwear,PER_HHLD_REP,,67.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,03,Clothing and footwear,SAMPLING_ERROR,,30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,03_1,Clothing,AV_WKLY_AMT,,29.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,03_1,Clothing,PER_HHLD_REP,,62.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,03_1,Clothing,SAMPLING_ERROR,,29,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,03_2,Footwear,AV_WKLY_AMT,,7.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,03_2,Footwear,PER_HHLD_REP,,21.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,03_2,Footwear,SAMPLING_ERROR,,58,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04,Housing and household utilities,AV_WKLY_AMT,,270.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04,Housing and household utilities,PER_HHLD_REP,,100.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04,Housing and household utilities,SAMPLING_ERROR,,18,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_1,Actual rentals for housing,AV_WKLY_AMT,,88.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_1,Actual rentals for housing,PER_HHLD_REP,,29.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_1,Actual rentals for housing,SAMPLING_ERROR,,27,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_2,Home ownership,AV_WKLY_AMT,,71.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_2,Home ownership,PER_HHLD_REP,,42.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_2,Home ownership,SAMPLING_ERROR,,33,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_3,Property maintenance,AV_WKLY_AMT,,24.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_3,Property maintenance,PER_HHLD_REP,,50.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_3,Property maintenance,SAMPLING_ERROR,,29,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_4,Property rates and related services,AV_WKLY_AMT,,35.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_4,Property rates and related services,PER_HHLD_REP,,77.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_4,Property rates and related services,SAMPLING_ERROR,,16,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_5,Household energy,AV_WKLY_AMT,,50.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_5,Household energy,PER_HHLD_REP,,96.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_5,Household energy,SAMPLING_ERROR,,18,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_6,Other housing expenses,AV_WKLY_AMT,,1.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_6,Other housing expenses,PER_HHLD_REP,,2.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,04_6,Other housing expenses,SAMPLING_ERROR,,150,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05,Household contents and services,AV_WKLY_AMT,,48.30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05,Household contents and services,PER_HHLD_REP,,94.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05,Household contents and services,SAMPLING_ERROR,,24,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_1,"Furniture, furnishings and floor coverings",AV_WKLY_AMT,,13.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_1,"Furniture, furnishings and floor coverings",PER_HHLD_REP,,43.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_1,"Furniture, furnishings and floor coverings",SAMPLING_ERROR,,30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_2,Household textiles,AV_WKLY_AMT,,4.30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_2,Household textiles,PER_HHLD_REP,,18.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_2,Household textiles,SAMPLING_ERROR,,61,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_3,Household appliances,AV_WKLY_AMT,,9.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_3,Household appliances,PER_HHLD_REP,,35.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_3,Household appliances,SAMPLING_ERROR,,38,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_4,"Glassware, tableware and household utensils",AV_WKLY_AMT,,3.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_4,"Glassware, tableware and household utensils",PER_HHLD_REP,,29.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_4,"Glassware, tableware and household utensils",SAMPLING_ERROR,,49,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_5,Tools and equipment for house and garden,AV_WKLY_AMT,,6.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_5,Tools and equipment for house and garden,PER_HHLD_REP,,47.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_5,Tools and equipment for house and garden,SAMPLING_ERROR,,29,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_6,Other household supplies and services,AV_WKLY_AMT,,10.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_6,Other household supplies and services,PER_HHLD_REP,,77.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,05_6,Other household supplies and services,SAMPLING_ERROR,,28,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06,Health,AV_WKLY_AMT,,29.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06,Health,PER_HHLD_REP,,74.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06,Health,SAMPLING_ERROR,,38,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06_1,"Medical products, appliances and equipment",AV_WKLY_AMT,,8.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06_1,"Medical products, appliances and equipment",PER_HHLD_REP,,56.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06_1,"Medical products, appliances and equipment",SAMPLING_ERROR,,35,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06_2,Out-patient services,AV_WKLY_AMT,,20.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06_2,Out-patient services,PER_HHLD_REP,,52.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06_2,Out-patient services,SAMPLING_ERROR,,50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06_3,Hospital services,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,06_3,Hospital services,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07,Transport,AV_WKLY_AMT,,192.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07,Transport,PER_HHLD_REP,,98.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07,Transport,SAMPLING_ERROR,,22,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07_1,Purchase of vehicles,AV_WKLY_AMT,,67.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07_1,Purchase of vehicles,PER_HHLD_REP,,26.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07_1,Purchase of vehicles,SAMPLING_ERROR,,38,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07_2,Private transport supplies and services,AV_WKLY_AMT,,97.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07_2,Private transport supplies and services,PER_HHLD_REP,,97.6,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07_2,Private transport supplies and services,SAMPLING_ERROR,,19,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07_3,Passenger transport services,AV_WKLY_AMT,,27.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07_3,Passenger transport services,PER_HHLD_REP,,53.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,07_3,Passenger transport services,SAMPLING_ERROR,,27,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08,Communication,AV_WKLY_AMT,,40.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08,Communication,PER_HHLD_REP,,96.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08,Communication,SAMPLING_ERROR,,18,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08_1,Postal services,AV_WKLY_AMT,,2.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08_1,Postal services,PER_HHLD_REP,,19.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08_1,Postal services,SAMPLING_ERROR,,76,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08_2,Telecommunication equipment,AV_WKLY_AMT,,1.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08_2,Telecommunication equipment,PER_HHLD_REP,,7.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08_2,Telecommunication equipment,SAMPLING_ERROR,,58,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08_3,Telecommunication services,AV_WKLY_AMT,,37.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08_3,Telecommunication services,PER_HHLD_REP,,95.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,08_3,Telecommunication services,SAMPLING_ERROR,,18,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09,Recreation and culture,AV_WKLY_AMT,,114.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09,Recreation and culture,PER_HHLD_REP,,97.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09,Recreation and culture,SAMPLING_ERROR,,20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_1,Audio-visual and computing equipment,AV_WKLY_AMT,,13.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_1,Audio-visual and computing equipment,PER_HHLD_REP,,46.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_1,Audio-visual and computing equipment,SAMPLING_ERROR,,34,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_2,Major recreational and cultural equipment,AV_WKLY_AMT,,6.30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_2,Major recreational and cultural equipment,PER_HHLD_REP,,7.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_2,Major recreational and cultural equipment,SAMPLING_ERROR,,126,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_3,Other recreational equipment and supplies,AV_WKLY_AMT,,20.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_3,Other recreational equipment and supplies,PER_HHLD_REP,,74.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_3,Other recreational equipment and supplies,SAMPLING_ERROR,,27,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_4,Recreational and cultural services,AV_WKLY_AMT,,43.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_4,Recreational and cultural services,PER_HHLD_REP,,82.6,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_4,Recreational and cultural services,SAMPLING_ERROR,,24,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_5,"Newspapers, books and stationery",AV_WKLY_AMT,,8.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_5,"Newspapers, books and stationery",PER_HHLD_REP,,64.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_5,"Newspapers, books and stationery",SAMPLING_ERROR,,29,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_6,Accommodation services,AV_WKLY_AMT,,10.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_6,Accommodation services,PER_HHLD_REP,,29.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_6,Accommodation services,SAMPLING_ERROR,,42,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_7,Package holidays,AV_WKLY_AMT,,7.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_7,Package holidays,PER_HHLD_REP,,10.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_7,Package holidays,SAMPLING_ERROR,,73,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_8,Miscellaneous domestic holiday costs,AV_WKLY_AMT,,3.30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_8,Miscellaneous domestic holiday costs,PER_HHLD_REP,,30.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,09_8,Miscellaneous domestic holiday costs,SAMPLING_ERROR,,35,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10,Education,AV_WKLY_AMT,,25.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10,Education,PER_HHLD_REP,,33.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10,Education,SAMPLING_ERROR,,61,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_1,Early childhood education,AV_WKLY_AMT,,5.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_1,Early childhood education,PER_HHLD_REP,,6.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_1,Early childhood education,SAMPLING_ERROR,,81,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_2,"Primary, intermediate and secondary education",AV_WKLY_AMT,,6.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_2,"Primary, intermediate and secondary education",PER_HHLD_REP,,17.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_2,"Primary, intermediate and secondary education",SAMPLING_ERROR,,60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_3,Tertiary and other post school education,AV_WKLY_AMT,,11.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_3,Tertiary and other post school education,PER_HHLD_REP,,7.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_3,Tertiary and other post school education,SAMPLING_ERROR,,115,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_4,Other educational fees,AV_WKLY_AMT,,1.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_4,Other educational fees,PER_HHLD_REP,,8.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,10_4,Other educational fees,SAMPLING_ERROR,,119,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11,Miscellaneous goods and services,AV_WKLY_AMT,,119.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11,Miscellaneous goods and services,PER_HHLD_REP,,99.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11,Miscellaneous goods and services,SAMPLING_ERROR,,20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11_1,Personal care,AV_WKLY_AMT,,27.30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11_1,Personal care,PER_HHLD_REP,,87.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11_1,Personal care,SAMPLING_ERROR,,25,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11_2,Prostitution,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11_2,Prostitution,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11_3,Personal effects nec,AV_WKLY_AMT,,12.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11_3,Personal effects nec,PER_HHLD_REP,,52.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2013,2013,7,Income group 7,11_3,Personal effects nec,SAMPLING_ERROR,,32,,,
